000000,0,0.7217,769.75,758.50,340.50,321.00
000000,0,0.4456,1455.62,955.37,219.75,122.25
000001,0,0.6226,1461.25,943.37,223.50,134.25
000001,0,0.7773,775.75,748.00,364.50,330.00
000002,0,0.7534,781.00,744.25,378.00,334.50
000002,0,0.6943,1466.12,934.00,234.75,144.00
000003,0,0.7769,803.12,737.50,354.75,343.50
000003,0,0.5459,1472.87,925.00,230.25,153.00
000004,0,0.5806,1479.25,914.50,229.50,163.50
000004,0,0.7959,804.62,739.00,357.75,342.00
000005,0,0.7583,812.50,743.12,358.50,336.75
000005,0,0.6646,1487.12,908.50,228.75,169.50
000006,0,0.6919,1493.12,904.00,231.75,174.00
000006,0,0.7969,817.00,748.37,372.00,332.25
000007,0,0.7056,1494.62,902.50,234.75,175.50
000007,0,0.8335,820.75,753.62,369.00,327.75
000008,0,0.6196,1498.37,900.62,230.25,177.75
000008,0,0.8413,827.87,758.50,362.25,322.50
000009,0,0.5449,1504.75,898.37,226.50,179.25
000009,0,0.8354,836.87,761.12,359.25,321.75
000010,0,0.6567,1507.75,899.50,226.50,178.50
000010,0,0.8511,848.12,749.87,369.75,332.25
000011,0,0.7393,1506.62,898.37,225.75,179.25
000011,0,0.8721,848.50,741.25,381.00,340.50
000012,0,0.7378,1503.62,898.75,225.75,180.00
000012,0,0.8218,852.62,732.25,387.75,348.00
000013,0,0.7432,1475.50,900.25,249.00,178.50
000013,0,0.8599,857.50,712.37,396.00,362.25
000014,0,0.7212,1457.87,898.00,263.25,180.00
000014,0,0.8901,856.37,712.37,401.25,362.25
000015,0,0.7124,1435.75,893.50,280.50,183.00
000015,0,0.8965,848.50,710.50,414.00,364.50
000016,0,0.5806,1505.50,880.00,213.00,199.50
000016,0,0.8862,858.62,710.87,423.75,365.25
000017,0,0.5786,1502.87,867.62,215.25,210.75
000017,0,0.2622,1411.00,946.00,117.00,132.00
000017,0,0.8818,879.62,712.37,408.75,362.25
000018,0,0.5962,1511.50,857.87,210.00,221.25
000018,0,0.2903,1410.62,941.50,126.75,138.00
000018,0,0.8481,871.75,715.37,421.50,359.25
000019,0,0.7842,1412.50,839.12,312.00,240.75
000019,0,0.8750,905.12,721.00,399.75,355.50
000020,0,0.7949,1411.75,830.12,316.50,249.75
000020,0,0.8330,926.12,722.12,381.75,354.75
000021,0,0.8184,1405.75,824.50,328.50,256.50
000021,0,0.8506,937.75,719.87,372.00,356.25
000022,0,0.8511,1402.75,820.37,340.50,260.25
000022,0,0.8604,950.87,713.87,362.25,362.25
000023,0,0.8481,1414.37,815.50,329.25,264.00
000023,0,0.8784,948.62,694.00,369.75,382.50
000024,0,0.8354,1421.50,814.00,324.00,265.50
000024,0,0.8809,941.87,682.00,383.25,394.50
000025,0,0.8159,1426.75,812.87,322.50,266.25
000025,0,0.8892,959.50,674.12,369.00,402.75
000026,0,0.8516,1431.25,812.87,337.50,266.25
000026,0,0.9038,975.25,662.50,366.00,412.50
000027,0,0.7622,1433.12,814.00,336.75,267.00
000027,0,0.9121,985.00,660.62,360.00,414.75
000028,0,0.8413,1433.50,812.50,339.00,267.00
000028,0,0.9185,994.00,661.00,352.50,414.00
000029,0,0.8232,1429.37,798.62,353.25,279.75
000029,0,0.9072,997.37,667.00,356.25,408.00
000030,0,0.9092,1429.00,788.87,357.00,290.25
000030,0,0.9111,1003.37,669.62,353.25,405.75
000031,0,0.9038,1420.00,774.62,369.00,303.75
000031,0,0.9121,1008.62,671.50,345.75,403.50
000032,0,0.8896,1414.75,765.25,376.50,313.50
000032,0,0.8838,996.25,668.50,364.50,406.50
000033,0,0.9023,1414.00,744.25,378.00,331.50
000033,0,0.8892,1000.00,656.12,354.00,417.75
000034,0,0.9077,1411.37,736.00,386.25,340.50
000034,0,0.8970,1005.62,647.87,336.75,425.25
000035,0,0.8975,1409.87,731.50,392.25,345.00
000035,0,0.9014,1005.62,639.62,336.75,435.75
000036,0,0.8862,1013.50,623.87,336.00,452.25
000036,0,0.9121,1402.37,730.00,401.25,346.50
000037,0,0.8867,1022.50,620.87,333.00,455.25
000037,0,0.9160,1400.50,728.87,405.00,347.25
000038,0,0.9092,1399.00,728.50,402.00,348.00
000038,0,0.8867,1019.50,620.87,336.00,455.25
000039,0,0.8809,1014.25,619.00,354.00,457.50
000039,0,0.9102,1395.25,727.00,403.50,349.50
000040,0,0.8862,1021.75,618.62,360.00,456.75
000040,0,0.9126,1402.00,724.00,393.00,351.00
000041,0,0.9136,1405.75,715.37,382.50,359.25
000041,0,0.8916,1019.50,620.12,367.50,456.75
000042,0,0.9141,1426.00,703.00,342.00,372.00
000042,0,0.8970,1030.75,628.37,358.50,446.25
000043,0,0.9033,1426.37,695.87,338.25,380.25
000043,0,0.8975,1042.75,629.50,358.50,445.50
000044,0,0.9170,1423.37,688.00,341.25,390.00
000044,0,0.8882,1049.50,630.62,354.00,444.75
000045,0,0.9072,1426.00,682.37,342.00,395.25
000045,0,0.8862,1049.87,625.75,347.25,448.50
000046,0,0.8760,1078.00,614.87,310.50,458.25
000046,0,0.9058,1416.62,671.50,357.75,403.50
000047,0,0.8945,1092.62,604.37,297.75,470.25
000047,0,0.9058,1413.62,673.00,360.75,402.00
000048,0,0.9097,1098.25,592.00,298.50,481.50
000048,0,0.9033,1418.87,673.37,356.25,401.25
000049,0,0.8994,1105.37,583.37,302.25,491.25
000049,0,0.8970,1432.00,676.37,345.00,398.25
000050,0,0.8979,1114.00,581.50,295.50,495.00
000050,0,0.8916,1432.00,678.62,348.00,396.75
000051,0,0.8789,1118.12,580.00,300.75,496.50
000051,0,0.8965,1443.62,680.50,339.75,396.00
000052,0,0.9072,1454.12,677.12,330.75,399.75
000052,0,0.8892,1126.37,581.87,299.25,494.25
000053,0,0.8843,1462.75,674.87,322.50,401.25
000053,0,0.8965,1128.62,584.12,294.75,489.75
000054,0,0.8901,1466.50,667.00,318.00,408.00
000054,0,0.8760,1128.62,586.00,327.75,487.50
000055,0,0.9048,1461.62,660.62,324.75,414.75
000055,0,0.8672,1129.75,592.00,321.00,481.50
000056,0,0.8745,1135.75,598.00,306.00,475.50
000056,0,0.9106,1465.37,647.50,323.25,427.50
000057,0,0.8667,1133.12,596.87,327.75,476.25
000057,0,0.9150,1464.62,643.37,324.75,431.25
000058,0,0.8486,1134.25,590.50,283.50,484.50
000058,0,0.9160,1465.37,639.25,317.25,435.00
000059,0,0.8901,1141.37,578.12,269.25,495.75
000059,0,0.8984,1458.25,639.25,319.50,435.00
000060,0,0.8765,1144.00,571.00,267.00,502.50
000060,0,0.8950,1452.25,641.12,325.50,432.75
000061,0,0.8945,1448.87,641.50,323.25,433.50
000061,0,0.8853,1145.50,563.50,271.50,510.00
000062,0,0.8911,1138.37,551.87,284.25,521.25
000062,0,0.8896,1445.12,638.12,318.75,435.75
000063,0,0.8911,1446.62,634.37,309.75,437.25
000063,0,0.8916,1136.87,552.25,296.25,522.00
000064,0,0.8999,1447.37,629.12,296.25,441.75
000064,0,0.8789,1136.12,550.75,300.75,523.50
000065,0,0.8813,1448.87,613.75,308.25,460.50
000065,0,0.8765,1133.50,553.00,309.00,522.00
000066,0,0.8716,1135.00,556.00,313.50,519.00
000066,0,0.8906,1458.25,608.50,289.50,466.50
000067,0,0.8667,1137.25,560.12,322.50,513.75
000067,0,0.8906,1463.87,603.25,284.25,472.50
000068,0,0.8672,1144.37,563.50,314.25,511.50
000068,0,0.8936,1468.00,599.50,288.00,475.50
000069,0,0.8818,1465.75,594.62,298.50,480.75
000069,0,0.8501,1159.00,571.00,309.00,504.00
000070,0,0.8828,1465.75,595.00,304.50,481.50
000070,0,0.8560,1166.12,571.00,309.75,504.00
000071,0,0.8857,1468.75,592.00,304.50,483.00
000071,0,0.8457,1191.62,569.12,285.75,504.75
000072,0,0.8896,1476.25,586.37,295.50,488.25
000072,0,0.8882,1223.12,556.75,258.75,516.00
000073,0,0.8916,1483.37,583.75,281.25,490.50
000073,0,0.8945,1224.25,548.87,264.00,524.25
000074,0,0.8970,1222.37,541.37,263.25,533.25
000074,0,0.8882,1488.62,576.25,273.75,499.50
000075,0,0.9009,1226.50,528.25,264.00,544.50
000075,0,0.9077,1489.00,560.87,270.00,515.25
000076,0,0.8843,1483.75,560.12,274.50,516.75
000076,0,0.8945,1220.87,527.12,272.25,546.75
