000000,0,0.7778,780.62,756.62,333.75,321.75
000000,0,0.4922,1457.12,954.62,219.75,126.75
000001,0,0.8750,776.50,749.12,375.00,327.75
000001,0,0.6177,1465.75,945.62,220.50,135.75
000002,0,0.7104,1468.00,933.25,237.00,147.00
000002,0,0.8491,781.37,742.37,386.25,335.25
000003,0,0.7471,1473.25,923.87,229.50,155.25
000003,0,0.8643,798.62,738.62,384.75,336.75
000004,0,0.7734,1478.12,916.00,231.75,163.50
000004,0,0.8721,807.25,739.75,382.50,336.00
000005,0,0.7900,1487.50,908.12,228.00,171.75
000005,0,0.9014,813.62,742.75,378.75,334.50
000006,0,0.7739,1493.87,903.25,230.25,175.50
000006,0,0.8481,819.62,746.87,375.75,329.25
000007,0,0.4253,1499.87,901.75,230.25,177.00
000007,0,0.8906,826.00,751.37,372.00,326.25
000008,0,0.5391,1501.75,899.87,232.50,179.25
000008,0,0.8799,833.87,754.37,368.25,320.25
000009,0,0.7056,1504.37,899.87,230.25,179.25
000009,0,0.8794,842.50,755.87,361.50,320.25
000010,0,0.6050,1510.75,898.37,226.50,179.25
000010,0,0.8862,847.37,749.12,371.25,327.75
000011,0,0.6289,1509.62,899.87,225.75,179.25
000011,0,0.8916,849.25,739.00,382.50,331.50
000012,0,0.7529,1505.87,900.25,224.25,178.50
000012,0,0.8955,857.50,734.12,382.50,342.75
000013,0,0.7593,1466.87,900.62,257.25,177.75
000013,0,0.8994,865.00,715.37,387.00,362.25
000014,0,0.6772,1455.25,899.12,265.50,180.75
000014,0,0.8975,853.37,711.25,404.25,366.00
000015,0,0.8052,1431.62,893.50,285.75,186.00
000015,0,0.8965,847.37,707.50,419.25,367.50
000016,0,0.6733,1410.62,877.75,303.75,201.00
000016,0,0.8916,887.50,711.25,391.50,363.00
000017,0,0.6909,1410.62,867.25,306.75,213.00
000017,0,0.9028,902.87,710.50,386.25,364.50
000018,0,0.9072,909.62,713.50,384.75,361.50
000018,0,0.7559,1408.75,857.12,310.50,222.75
000019,0,0.8726,1408.75,838.75,316.50,240.00
000019,0,0.8926,920.87,718.37,383.25,356.25
000020,0,0.8677,1414.37,828.62,314.25,249.75
000020,0,0.8706,925.75,720.62,381.00,354.75
000021,0,0.8687,1412.12,824.12,327.75,255.75
000021,0,0.8784,941.12,719.12,369.75,357.75
000022,0,0.8774,1408.00,819.25,339.00,259.50
000022,0,0.8828,954.25,713.87,358.50,362.25
000023,0,0.8843,1414.75,814.75,334.50,264.00
000023,0,0.8838,963.25,695.87,357.00,380.25
000024,0,0.8682,1420.00,813.62,333.00,264.75
000024,0,0.8770,944.50,683.50,384.00,391.50
000025,0,0.8369,1422.25,812.50,337.50,265.50
000025,0,0.8950,946.37,674.50,386.25,399.00
000026,0,0.8271,1427.87,812.87,326.25,266.25
000026,0,0.8936,968.50,662.87,373.50,410.25
000027,0,0.8481,1430.12,813.62,339.75,264.75
000027,0,0.9043,988.00,662.12,361.50,411.75
000028,0,0.8276,1430.50,811.00,333.00,267.00
000028,0,0.9092,989.87,660.62,362.25,411.75
000029,0,0.8682,1424.12,798.62,360.75,279.75
000029,0,0.8965,994.00,666.62,364.50,405.75
000030,0,0.8945,1425.62,785.87,357.75,290.25
000030,0,0.8916,993.62,670.00,366.75,402.00
000031,0,0.8965,1419.62,776.50,369.75,300.00
000031,0,0.8828,997.75,670.37,364.50,401.25
000032,0,0.9092,1415.50,764.50,372.00,312.00
000032,0,0.8872,986.12,668.12,375.75,405.75
000033,0,0.9116,1413.25,743.87,379.50,332.25
000033,0,0.8994,986.50,656.87,369.00,416.25
000034,0,0.9111,1412.87,737.87,380.25,338.25
000034,0,0.9028,989.87,647.87,353.25,425.25
000035,0,0.9077,1411.00,733.00,384.00,343.50
000035,0,0.9062,988.75,638.87,352.50,434.25
000036,0,0.9004,998.87,626.50,350.25,447.00
000036,0,0.9106,1402.00,727.37,402.00,347.25
000037,0,0.9136,1399.37,727.00,404.25,346.50
000037,0,0.9004,996.62,621.62,357.75,450.75
000038,0,0.8989,1396.37,725.50,404.25,348.00
000038,0,0.8950,1009.00,619.75,349.50,453.00
000039,0,0.9077,1395.62,724.00,405.75,349.50
000039,0,0.9043,1011.62,618.62,363.75,453.75
000040,0,0.8965,1396.75,719.87,394.50,353.25
000040,0,0.9106,1010.50,619.75,369.00,453.00
000041,0,0.9004,1404.25,713.12,385.50,360.75
000041,0,0.9116,1010.87,622.37,374.25,449.25
000042,0,0.9009,1420.37,703.00,350.25,372.00
000042,0,0.9106,1035.62,629.87,357.75,443.25
000043,0,0.8965,1425.62,695.50,339.75,379.50
000043,0,0.9097,1043.12,631.00,357.75,441.00
000044,0,0.8862,1428.25,687.62,337.50,387.75
000044,0,0.9077,1051.00,630.62,348.00,441.75
000045,0,0.8940,1426.37,684.25,344.25,388.50
000045,0,0.9116,1050.25,626.50,349.50,445.50
000046,0,0.9072,1085.87,613.00,305.25,460.50
000046,0,0.9111,1414.00,675.25,363.00,399.00
