0,1,769.75,758.5,340.5,321,1,0,1
1,1,775.299,748.42,363.962,329.64,1,0,1
2,1,780.911,744.155,378.089,334.534,1,0,1
2,2,1464.39,935.875,234.028,142.05,1,0,1
3,1,803.075,737.571,354.993,343.353,1,0,1
3,2,1472.85,925.543,229.638,152.453,1,0,1
4,1,804.917,738.702,357.799,342.366,1,0,1
4,2,1479.31,914.647,229.241,163.355,1,0,1
5,1,812.284,742.949,358.718,336.988,1,0,1
5,2,1486.97,908.318,228.917,169.682,1,0,1
6,1,816.9,748.3,371.917,332.275,1,0,1
6,2,1493.06,903.88,231.848,174.12,1,0,1
7,1,820.952,753.611,369.142,327.749,1,0,1
7,2,1494.72,902.354,234.905,175.646,1,0,1
8,1,827.872,758.511,362.311,322.524,1,0,1
8,2,1498.44,900.603,230.338,177.758,1,0,1
9,1,836.821,761.205,359.099,321.604,1,0,1
9,2,1504.65,898.388,226.518,179.275,1,0,1
10,1,848.018,750.389,369.25,331.809,1,0,1
10,2,1507.75,899.379,226.551,178.59,1,0,1
11,1,848.849,741.3,380.923,340.46,1,0,1
11,2,1506.8,898.422,225.734,179.22,1,0,1
12,1,852.634,732.259,387.823,348.035,1,0,1
12,2,1503.74,898.713,225.73,179.988,1,0,1
13,1,857.551,712.797,395.783,362,1,0,1
13,2,1476.08,900.197,248.869,178.58,1,0,1
14,1,856.441,711.692,401.691,362.754,1,0,1
14,2,1457.8,898.119,263.239,179.917,1,0,1
15,1,848.68,710.371,414.017,364.561,1,0,1
15,2,1435.88,893.619,280.377,182.918,1,0,1
16,1,858.027,710.781,423.824,365.304,1,0,1
16,2,1503.44,880.371,213.419,198.967,1,0,1
17,1,879.338,712.313,409.107,362.399,1,0,1
17,2,1504.32,867.697,214.542,210.812,1,0,1
18,1,872.368,715.309,421.298,359.288,1,0,1
18,2,1511.54,857.765,210.077,221.325,1,0,1
19,1,904.266,720.892,400.081,355.531,1,0,1
19,2,1415.47,839.471,310.605,240.388,1,0,1
20,1,926.328,722.254,381.66,354.653,1,0,1
20,2,1409.55,829.791,317.79,250.115,1,0,1
21,1,938.09,720.035,371.831,356.142,1,0,1
21,2,1405.16,824.25,328.72,256.713,1,0,1
22,1,950.963,714.052,362.098,362.059,1,0,1
22,2,1402.47,820.257,340.671,260.415,1,0,1
23,1,949.178,694.571,369.142,381.909,1,0,1
23,2,1414.09,815.505,329.514,264.038,1,0,1
24,1,942.006,681.84,383.273,394.67,1,0,1
24,2,1421.5,813.878,324.035,265.59,1,0,1
25,1,958.895,673.889,369.424,402.974,1,0,1
25,2,1426.75,812.827,322.513,266.301,1,0,1
26,1,975.032,662.584,365.91,412.499,1,0,1
26,2,1431.04,812.825,337.385,266.288,1,0,1
27,1,985.129,660.279,360.202,415.033,1,0,1
27,2,1433.36,813.947,336.875,266.982,1,0,1
28,1,994.054,660.819,352.649,414.189,1,0,1
28,2,1433.6,812.582,338.998,267.021,1,0,1
29,1,997.374,666.761,356.305,408.23,1,0,1
29,2,1429.6,799.095,352.716,279.298,1,0,1
30,1,1003.39,669.683,353.27,405.676,1,0,1
30,2,1429.04,788.851,357.007,290.198,1,0,1
31,1,1008.73,671.551,345.772,403.471,1,0,1
31,2,1420.3,774.783,368.808,303.63,1,0,1
32,1,996.624,668.684,364.129,406.31,1,0,1
32,2,1414.68,765.095,376.64,313.622,1,0,1
33,1,999.978,656.519,354.033,417.394,1,0,1
33,2,1414.02,744.667,377.811,331.208,1,0,1
34,1,1005.63,647.824,336.83,425.298,1,0,1
34,2,1411.21,735.592,386.411,340.788,1,0,1
35,1,1005.63,639.595,336.533,435.662,1,0,1
35,2,1409.72,731.218,392.524,345.273,1,0,1
36,1,1013.25,624.16,335.843,451.989,1,0,1
36,2,1402.47,729.823,401.398,346.679,1,0,1
37,1,1022.27,620.445,333.271,455.722,1,0,1
37,2,1400.38,728.822,405.117,347.317,1,0,1
38,1,1019.77,620.635,336.104,455.5,1,0,1
38,2,1399.05,728.465,402.079,348.012,1,0,1
39,1,1014.23,619.017,353.851,457.471,1,0,1
39,2,1395.31,727.033,403.438,349.474,1,0,1
40,1,1021.39,618.584,360.158,456.842,1,0,1
40,2,1401.79,724.065,393.101,350.992,1,0,1
41,1,1019.75,620.046,367.496,456.749,1,0,1
41,2,1405.91,715.597,382.309,359.003,1,0,1
42,1,1030.45,628.112,358.872,446.624,1,0,1
42,2,1425.92,703.208,342.087,371.753,1,0,1
43,1,1042.63,629.673,358.308,445.27,1,0,1
43,2,1426.57,695.717,337.96,380.367,1,0,1
44,1,1049.72,630.683,353.978,444.672,1,0,1
44,2,1423.44,687.976,341.16,389.985,1,0,1
45,1,1050.25,625.974,347.171,448.326,1,0,1
45,2,1425.76,682.286,342.127,395.417,1,0,1
46,1,1077.55,615.158,310.639,457.982,1,0,1
46,2,1416.83,671.674,357.575,403.434,1,0,1
47,1,1092.71,604.435,297.436,470.091,1,0,1
47,2,1413.49,672.578,361.098,402.349,1,0,1
48,1,1098.41,592.08,298.344,481.493,1,0,1
48,2,1418.65,673.296,356.39,401.319,1,0,1
49,1,1105.29,583.249,302.245,491.313,1,0,1
49,2,1431.73,676.274,345.123,398.337,1,0,1
50,1,1114.01,581.201,295.711,495.25,1,0,1
50,2,1432.23,678.627,347.855,396.719,1,0,1
51,1,1118.12,579.907,300.72,496.65,1,0,1
51,2,1443.43,680.517,339.822,395.962,1,0,1
52,1,1126.27,581.737,299.388,494.419,1,0,1
52,2,1454.17,677.317,330.657,399.58,1,0,1
53,1,1128.84,584.077,294.841,489.871,1,0,1
53,2,1462.81,674.888,322.504,401.286,1,0,1
54,1,1128.31,586.005,327.381,487.448,1,0,1
54,2,1466.69,667.202,317.864,407.824,1,0,1
55,1,1130.06,591.857,321.401,481.614,1,0,1
55,2,1461.85,660.626,324.602,414.698,1,0,1
56,1,1135.82,597.961,306.116,475.532,1,0,1
56,2,1465.27,647.749,323.187,427.263,1,0,1
57,1,1133.03,597.115,327.296,476.023,1,0,1
57,2,1464.63,643.093,324.878,431.538,1,0,1
58,1,1134.98,590.758,283.953,484.165,1,0,1
58,2,1465.44,639.163,317.393,435.088,1,0,1
59,1,1141.05,578.418,268.893,495.547,1,0,1
59,2,1458.4,639.083,319.5,435.153,1,0,1
60,1,1143.8,570.872,266.909,502.628,1,0,1
60,2,1452.16,641.015,325.534,432.87,1,0,1
61,1,1145.39,563.467,271.443,510.015,1,0,1
61,2,1448.88,641.529,323.287,433.421,1,0,1
62,1,1138.58,552.026,284.113,521.108,1,0,1
62,2,1445.2,638.272,318.727,435.67,1,0,1
63,1,1136.64,551.832,296.409,522.363,1,0,1
63,2,1446.51,634.429,309.792,437.258,1,0,1
64,1,1136.13,550.699,300.867,523.577,1,0,1
64,2,1447.46,629.189,296.242,441.646,1,0,1
65,1,1133.51,552.865,309.022,522.117,1,0,1
65,2,1448.66,614.142,307.722,459.941,1,0,1
66,1,1134.89,555.938,313.573,519.083,1,0,1
66,2,1458.2,608.206,289.916,466.851,1,0,1
67,1,1137.12,560.073,322.508,513.848,1,0,1
67,2,1463.85,603.154,284.201,472.618,1,0,1
68,1,1144.41,563.514,314.374,511.419,1,0,1
68,2,1467.88,599.427,287.971,475.633,1,0,1
69,1,1158.69,570.86,309.05,504.159,1,0,1
69,2,1465.87,594.65,298.415,480.7,1,0,1
70,1,1166.27,571.219,309.603,503.788,1,0,1
70,2,1465.72,594.814,304.609,481.648,1,0,1
71,1,1191.35,569.259,285.931,504.658,1,0,1
71,2,1468.72,592.07,304.571,483.015,1,0,1
72,1,1222.96,557.159,258.639,515.603,1,0,1
72,2,1476.24,586.497,295.525,488.113,1,0,1
73,1,1224.9,548.818,263.678,524.251,1,0,1
73,2,1483.45,583.671,281.326,490.572,1,0,1
74,1,1222.73,541.329,263.287,533.237,1,0,1
74,2,1488.68,576.402,273.599,499.278,1,0,1
75,1,1226.35,528.453,263.956,544.41,1,0,1
75,2,1489.19,561.222,269.822,514.926,1,0,1
76,1,1221.02,526.723,272.298,547.071,1,0,1
76,2,1483.79,559.641,274.604,517.228,1,0,1
77,1,1224.8,525.521,270.168,546.924,1,0,1
77,2,1484.41,542.977,275.894,532.117,1,0,1
78,1,1220.99,524.472,278.166,547.509,1,0,1
78,2,1484.49,538.007,273.159,536.588,1,0,1
79,1,1211.39,524.094,282.799,546.8,1,0,1
79,2,1477.54,531.965,278.183,542.995,1,0,1
80,1,1210.9,526.635,282.821,544.567,1,0,1
