000000,0,0.8535,777.25,753.62,334.50,321.75
000000,0,0.7656,1454.12,955.00,219.75,123.00
000001,0,0.8101,1462.37,944.87,224.25,134.25
000001,0,0.8721,779.50,745.00,369.00,328.50
000002,0,0.8745,795.62,741.25,369.75,333.00
000002,0,0.8481,1467.62,933.25,234.75,145.50
000003,0,0.8486,1473.62,923.50,228.75,154.50
000003,0,0.9126,801.62,739.00,378.75,336.00
000004,0,0.9233,811.37,740.87,377.25,335.25
000004,0,0.8711,1481.12,913.75,228.75,165.00
000005,0,0.9321,815.50,742.75,376.50,333.00
000005,0,0.8770,1489.00,907.37,228.00,170.25
000006,0,0.8960,826.00,746.87,369.00,329.25
000006,0,0.8643,1494.62,903.25,228.75,175.50
000007,0,0.9004,829.75,750.25,369.00,325.50
000007,0,0.8242,1500.62,901.00,228.75,178.50
000008,0,0.9097,837.62,753.62,363.75,321.75
000008,0,0.8252,1502.50,899.50,231.00,180.00
000009,0,0.9136,841.00,755.87,366.00,320.25
000009,0,0.8311,1505.12,899.50,231.75,180.00
000010,0,0.9233,858.62,749.87,357.75,326.25
000010,0,0.7188,1508.87,898.00,227.25,181.50
000011,0,0.9238,857.87,739.00,371.25,337.50
000011,0,0.8262,1505.50,898.75,228.00,180.00
000012,0,0.8477,1487.87,899.87,242.25,179.25
000012,0,0.9277,861.62,732.25,375.75,345.00
000013,0,0.8252,1466.50,901.00,258.00,178.50
000013,0,0.9248,867.62,716.50,381.75,358.50
000014,0,0.9233,860.12,712.00,393.75,363.00
000014,0,0.8452,1455.25,898.00,265.50,181.50
000015,0,0.9224,852.62,709.00,411.75,367.50
000015,0,0.8677,1436.50,893.87,279.00,185.25
000016,0,0.5254,1413.62,876.62,303.75,201.75
000016,0,0.9097,877.00,708.62,400.50,366.75
000017,0,0.6699,1511.50,867.25,207.00,211.50
000017,0,0.9194,884.50,711.62,400.50,363.75
000018,0,0.8682,1407.62,856.00,309.75,222.00
000018,0,0.9380,914.50,714.25,376.50,361.50
000019,0,0.9043,929.50,716.50,372.00,360.00
000019,0,0.8677,1415.12,838.37,312.75,239.25
000020,0,0.9331,946.37,718.37,359.25,359.25
000020,0,0.8755,1415.87,827.50,320.25,249.00
000021,0,0.9028,922.00,714.25,387.00,363.00
000021,0,0.8994,1413.25,822.25,325.50,255.00
000022,0,0.9199,923.50,712.37,390.00,362.25
000022,0,0.9229,1411.75,817.75,334.50,258.00
000023,0,0.9077,1418.50,815.12,330.00,261.75
000023,0,0.9126,969.62,695.50,348.75,379.50
000024,0,0.9014,1421.87,813.25,335.25,261.00
000024,0,0.9097,939.25,684.25,385.50,390.00
000025,0,0.8945,1424.12,812.12,339.75,261.75
000025,0,0.9189,944.12,672.25,387.75,402.00
000026,0,0.9004,1431.62,812.50,336.75,261.00
000026,0,0.9316,960.62,662.12,381.75,411.75
000027,0,0.9160,973.37,662.12,374.25,411.75
000027,0,0.8975,1433.50,814.00,336.00,262.50
000028,0,0.9077,1432.37,812.12,341.25,264.75
000028,0,0.9102,970.37,661.75,380.25,411.00
000029,0,0.9023,1427.50,799.00,354.00,277.50
000029,0,0.9189,997.37,667.75,359.25,405.00
000030,0,0.9160,1427.50,786.62,354.00,288.75
000030,0,0.9121,995.87,668.87,365.25,404.25
000031,0,0.9224,1420.37,775.75,362.25,298.50
000031,0,0.9160,1004.87,670.75,356.25,403.50
000032,0,0.9175,1004.87,670.00,359.25,403.50
000032,0,0.9282,1416.25,764.12,367.50,309.75
000033,0,0.9302,1413.25,743.12,379.50,330.75
000033,0,0.9141,1004.50,656.50,354.00,417.00
000034,0,0.9126,1007.50,647.50,336.00,426.00
000034,0,0.9312,1412.50,733.75,381.00,340.50
000035,0,0.9282,1409.12,730.00,387.75,342.00
000035,0,0.9326,1009.00,638.50,334.50,435.00
000036,0,0.9209,1404.62,725.12,399.75,348.75
000036,0,0.9209,1006.37,624.62,344.25,447.75
000037,0,0.9243,1399.75,723.62,388.50,348.75
000037,0,0.9155,1009.00,622.00,351.00,450.00
000038,0,0.9233,1396.37,722.87,395.25,350.25
000038,0,0.9155,1009.00,620.87,352.50,452.25
000039,0,0.9331,1397.12,721.75,396.75,351.00
000039,0,0.9116,1010.87,619.37,362.25,452.25
